wikidata_id,phd_romance,phd_germanic,phd_slavic
Q180832,7.545508725868751,7.820608866836467,7.046505038129937
Q1049,8.93039892340457,9.800342846991835,9.659396158284112
Q209496,9.040869886179003,9.063913580791354,9.188736847024604
Q1711,8.558782124319379,9.309008580470419,9.30059244962849
Q380492,9.328281908896356,9.567041247066244,9.039128067490129
Q673198,9.371409518212324,8.92830552379872,9.785506743440745
Q161524,7.830202245947305,8.109404379520956,8.320453861055414
Q939590,7.793815917798521,8.287141294241682,8.2086614512467
Q171692,7.823767608538358,8.54965609738046,8.16747289490138
Q216006,9.226189796309502,9.334617913842141,9.416339660911309
Q1326354,8.795184763104796,9.350106528304005,8.445324304236845
Q4097,8.590690842315905,9.188802887090615,8.698812203200744
Q34706,7.537850789649262,7.701808027686907,7.824132974979287
Q954,8.153036187151425,8.681387915738407,8.27743461805465
Q217182,9.858037902151336,9.891354100328716,9.683942380226396
Q483352,8.293483788825167,8.700025302205898,9.126384713197803
Q496939,8.253333254060594,8.754798367121179,8.3934003809465
Q275422,8.450786204141792,8.931098530563466,7.943295763280121
Q75849,9.805289315359236,10.230656557394905,9.270291622220816
Q180825,8.30278903178313,8.952766384190753,8.204348518291265
Q174640,8.94187553731118,9.2069552957473,8.80897649884109
Q160,8.115334965249657,8.774560764959201,8.743835113534887
Q132811,8.644812527153626,9.801099906209782,9.20086177318182
Q5809,9.854351622084689,9.89426064492524,8.973465429521944
Q242791,7.521963843512298,7.8413208901567515,8.167071563193275
Q778,9.012350857286478,9.864952277054332,8.824539773220298
Q855673,9.251397167344729,9.792120707833458,9.541936974507248
Q128700,7.720573220156311,8.489357074034686,7.723734262630444
Q3392,7.663882635285489,7.908150118869727,7.223112778916869
Q311739,6.882422395521669,7.5584542590222235,6.633243173397913
Q212815,7.749772404129871,8.027749433666571,8.691575207001812
Q152409,7.832728686132286,8.676210516766822,9.11411630057159
Q450675,8.065895510582738,7.877956152310834,7.78039011737221
Q1646,9.865161045442115,9.79477632514559,10.039788785168575
Q835,8.977408862028614,9.241033161627954,8.54243382776291
